	Date	Text	Favorite		
960	2020-06-09 16:58:48	(๑⃙⃘ˊ꒳​ˋ๑⃙)	1180		
962	2020-06-08 22:08:59	⸜(* ॑꒳ ॑*  )⸝	7926		
963	2020-06-08 16:30:58	( *´꒳`* )	811		
963	2020-06-08 16:30:58	(ΦωΦ)	811		
964	2020-06-08 15:23:28	( ᐢ˙꒳​˙ᐢ )♡	3014		
965	2020-06-08 08:41:58	(｡･ω-｡)	1770		
966	2020-06-07 22:53:42	(๑⃙⃘ˊ꒳​ˋ๑⃙)	1530		
967	2020-06-07 22:26:09	⸜(* ॑꒳ ॑*  )⸝⋆*	1089		
968	2020-06-07 19:40:28	♡\(*ˊᗜˋ*)/♡	1042		
969	2020-06-06 22:35:10	( ⸝⸝•ᴗ•⸝⸝ )	1220		
971	2020-06-06 21:39:44	( *´꒳`* )	2453		
971	2020-06-06 21:39:44	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	2453		
972	2020-06-06 19:47:04	⸜(* ॑꒳ ॑*  )⸝	752		
973	2020-06-05 21:16:50	⸜(* ॑꒳ ॑*  )⸝⋆*	635		
974	2020-06-05 12:12:16	ι(´Д｀υ)	1759		
975	2020-06-04 23:32:08	( *´︶`*)	1628		
976	2020-06-04 11:46:53	(๑⃙⃘ˊ꒳​ˋ๑⃙)	1235		
977	2020-06-03 18:52:21	( *´︶`*)	912		
978	2020-06-03 18:51:51	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	895		
978	2020-06-03 18:51:51	✧︎◝︎(*´꒳`*)◜︎✧︎	895		
979	2020-06-02 20:52:15	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	3716		
980	2020-06-02 20:50:47	( ⸝⸝•ᴗ•⸝⸝ )	1808		
980	2020-06-02 20:50:47	(*¯꒳¯*)	1808		
981	2020-06-02 00:27:04	✧︎◝︎(*´꒳`*)◜︎✧︎	3324		
982	2020-06-01 19:36:41	(｡•ㅅ•｡)♡	1183		
982	2020-06-01 19:36:41	(*¯꒳¯*)	1183		
982	2020-06-01 19:36:41	(๑⃙⃘ˊ꒳​ˋ๑⃙)	1183		
983	2020-05-31 20:34:45	⸜(* ॑꒳ ॑*  )⸝⋆*	829		
984	2020-05-31 17:15:32	(*⃙⃘´꒳`*⃙⃘)	1190		
985	2020-05-30 23:39:11	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1377		
986	2020-05-30 21:51:04	( ⸝⸝•ᴗ•⸝⸝ )	4438		
986	2020-05-30 21:51:04	( *´艸`)	4438		
988	2020-05-30 19:58:20	⸜(* ॑꒳ ॑*  )⸝⋆*	859		
990	2020-05-29 21:07:47	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1483		
991	2020-05-29 20:50:20	( *¯ ꒳¯*)	7533		
992	2020-05-29 20:34:10	✧︎◝︎(*´꒳`*)◜︎✧	469		
993	2020-05-29 20:31:06	⸜(* ॑꒳ ॑*  )⸝	712		
994	2020-05-29 20:23:24	( ⸝⸝•ᴗ•⸝⸝ )	1050		
1000	2020-05-29 15:46:36	⸜(* ॑꒳ ॑*  )⸝⋆*	9632		
1001	2020-05-29 15:40:26	( ⸝⸝•ᴗ•⸝…	2159		
1001	2020-05-29 15:40:26	( *´꒳`* )	2159		
1001	2020-05-29 15:40:26	⸜(* ॑꒳ ॑*  )⸝	2159		
1002	2020-05-29 11:11:43	(๑⃙⃘ˊ꒳​ˋ๑⃙)	1316		
1002	2020-05-29 11:11:43	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1316		
1003	2020-05-29 00:54:21	(* ´ ﹀ ` *)	1569		
1004	2020-05-28 21:34:07	(*ˊ˘ˋ*)｡♪:*°	2397		
1005	2020-05-28 00:18:18	(  ｰ̀֊ｰ́ )✧	2045		
1005	2020-05-28 00:18:18	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	2045		
1006	2020-05-26 22:33:18	(*¯꒳¯*)	1047		
1006	2020-05-26 22:33:18	⸜(* ॑꒳ ॑*  )⸝	1047		
1007	2020-05-26 22:31:34	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	898		
1009	2020-05-25 13:45:00	( ´•̥  ̫ •̥` )	1935		
1009	2020-05-25 13:45:00	(｡•ㅅ•｡)♡	1935		
1010	2020-05-24 21:04:38	(´◉ω◉)	1228		
1011	2020-05-24 19:45:29	(๑˙―˙๑)？	1463		
1013	2020-05-24 18:27:07	(  °×°  )	1519		
1014	2020-05-24 13:33:06	(；；)	1598		
1014	2020-05-24 13:33:06	(*¯꒳¯*)	1598		
1015	2020-05-23 22:48:29	(*´-`*)	1031		
1015	2020-05-23 22:48:29	(*⃙⃘´꒳`*⃙⃘)	1031		
1016	2020-05-23 22:43:59	(*¯꒳¯*)	136		
1016	2020-05-23 22:43:59	⸜(* ॑꒳ ॑*  )⸝	136		
1017	2020-05-23 22:29:45	(；；)	1127		
1017	2020-05-23 22:29:45	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1127		
1018	2020-05-23 16:52:02	( *¯ ꒳¯*)	1236		
1018	2020-05-23 16:52:02	(´・∀・｀)	1236		
1024	2020-05-23 12:37:26	( *´︶`*)	1195		
1024	2020-05-23 12:37:26	(*⃙⃘´꒳`*⃙⃘)	1195		
1025	2020-05-22 22:37:31	( *´︶`*)	3354		
1026	2020-05-22 22:36:06	(*´-`*)	1639		
1027	2020-05-22 22:34:55	(๑ ᵒ̴̶̷̥́ ^ ᵒ̴̶̷̣̥̀ ๑)	1840		
1029	2020-05-21 21:21:39	( ᐢ˙꒳​˙ᐢ )♡	1342		
1029	2020-05-21 21:21:39	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1342		
1032	2020-05-21 10:31:35	⸜(* ॑꒳ ॑*  )⸝⋆*	717		
1033	2020-05-21 10:15:59	(*´-`*)	1733		
1033	2020-05-21 10:15:59	✧︎◝︎(*´꒳`*)◜︎✧︎	1733		
1034	2020-05-21 09:31:30	(*¯꒳¯*)	1667		
1034	2020-05-21 09:31:30	(๑⃙⃘ˊ꒳​ˋ๑⃙)	1667		
1035	2020-05-20 15:18:41	( ⸝⸝•ᴗ•⸝⸝ )	2408		
1035	2020-05-20 15:18:41	(*´-`*)	2408		
1036	2020-05-20 10:17:58	( ᐢ˙꒳​˙ᐢ )♡	894		
1036	2020-05-20 10:17:58	(˶ ̇ ̵ ̇˶ )	894		
1038	2020-05-19 18:53:18	(´◉ω◉)	781		
1039	2020-05-19 18:50:28	( ˶'-'˶)	881		
1039	2020-05-19 18:50:28	⸜(* ॑꒳ ॑*  )⸝⋆*	881		
1045	2020-05-18 21:49:59	( ᐢ˙꒳​˙ᐢ )♡	1353		
1045	2020-05-18 21:49:59	(*´-`*)	1353		
1046	2020-05-18 21:32:18	( *´︶`*)	2526		
1047	2020-05-18 18:52:36	(  ˊ꒳ˋ ) ᐝ	1543		
1047	2020-05-18 18:52:36	(๑⃙⃘ˊ꒳​ˋ๑⃙)	1543		
1048	2020-05-18 02:01:33	( ´•̥  ̫ •̥` )	1625		
1050	2020-05-17 16:20:25	(  ｰ̀֊ｰ́ )✧	902		
1050	2020-05-17 16:20:25	( ˶'-'˶)	902		
1056	2020-05-17 00:20:10	( *´︶`*)	1513		
1057	2020-05-16 21:08:28	(*¯꒳¯*)	874		
1058	2020-05-16 21:01:42	⸜(* ॑꒳ ॑*  )⸝	916		
1059	2020-05-16 14:58:08	(*⃙⃘´꒳`*⃙⃘)	1537		
1060	2020-05-15 20:55:03	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	3893		
1061	2020-05-15 13:02:39	⸜(* ॑꒳ ॑*  )⸝	1599		
1064	2020-05-14 09:53:11	( ˶'-'˶)	1762		
1066	2020-05-13 23:28:34	"( 'ω'  و( و""♪"	672		
1067	2020-05-13 13:39:06	(*¯꒳¯*)	1363		
1067	2020-05-13 13:39:06	⸜(* ॑꒳ ॑*  )⸝	1363		
1069	2020-05-13 13:28:44	( ¤̴̶̷̤́ ‧̫̮ ¤̴̶̷̤̀ )	1180		
1069	2020-05-13 13:28:44	(๑°꒵°๑)･*♡	1180		
1070	2020-05-13 00:42:10	(๑ｰㅅｰ๑)	2590		
1073	2020-05-12 11:55:15	( *´︶`*)	1759		
1074	2020-05-12 05:41:41	(* ॑꒳ ॑*  )⋆*	2008		
1075	2020-05-11 22:35:44	(*´-`*)	1478		
1075	2020-05-11 22:35:44	(*˘︶˘*)	1478		
1076	2020-05-11 21:40:19	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1243		
1077	2020-05-11 16:02:09	(*⃙⃘´꒳`*⃙⃘)	904		
1077	2020-05-11 16:02:09	⸜(* ॑꒳ ॑*  )⸝⋆*	904		
1078	2020-05-11 15:19:10	( ⸝⸝•ᴗ•⸝⸝ )	1282		
1079	2020-05-11 03:04:11	(๑o̴̶̷᷄﹏o̴̶̷᷄๑)	1586		
1080	2020-05-10 22:35:14	(*´-`*)	1816		
1082	2020-05-10 09:26:23	(*⃙⃘´꒳`*⃙⃘)	1541		
1082	2020-05-10 09:26:23	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1541		
1083	2020-05-09 20:06:33	(⸝⸝o̴̶̷᷄ ·̭ o̴̶̷̥᷅⸝⸝)❤︎	1034		
1084	2020-05-09 18:07:58	(* ॑꒳ ॑*  )⋆*	1663		
1084	2020-05-09 18:07:58	(*´-`*)	1663		
1085	2020-05-09 01:01:49	(  ˊ꒳ˋ ) ᐝ	1384		
1086	2020-05-08 21:33:35	(o´∀`o)	1325		
1086	2020-05-08 21:33:35	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1325		
1089	2020-05-08 19:33:36	(* ॑꒳ ॑*  )⋆*	1143		
1090	2020-05-08 19:02:47	(*⃙⃘´꒳`*⃙⃘)	2093		
1090	2020-05-08 19:02:47	(*¯꒳¯*)	2093		
1091	2020-05-08 10:13:49	( *´︶`*)	1612		
1092	2020-05-08 00:13:26	(*´-`*)	2456		
1092	2020-05-08 00:13:26	(*⃙⃘´꒳`*⃙⃘)	2456		
1093	2020-05-07 23:10:13	⸜(* ॑꒳ ॑*  )	720		
1097	2020-05-07 18:17:18	(；；)	1119		
1097	2020-05-07 18:17:18	(｡&gt;ㅅ&lt;｡)	1119		
1098	2020-05-07 07:59:27	(* ॑꒳ ॑*  )⋆*	1906		
1099	2020-05-06 19:12:18	(*´-`*)	2223		
1100	2020-05-05 23:25:44	(*⃙⃘´꒳`*⃙⃘)	1575		
1100	2020-05-05 23:25:44	⸜(* ॑꒳ ॑*  )⸝	1575		
1101	2020-05-05 19:36:48	( *´︶`*)	875		
1101	2020-05-05 19:36:48	⸜(* ॑꒳ ॑*  )⸝⋆*	875		
1102	2020-05-05 15:35:11	(  •̥ ˍ •̥  )	1819		
1103	2020-05-05 00:55:00	⸜(* ॑꒳ ॑*  )⸝	1307		
1104	2020-05-04 20:16:57	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	659		
1106	2020-05-04 20:12:25	( *´︶`*)	1031		
1106	2020-05-04 20:12:25	(๑•̀ㅁ•́๑)ゞ	1031		
1107	2020-05-04 17:15:40	(❁ᴗ͈ ᴗ͈)”	1078		
1108	2020-05-03 17:11:22	° ✧ (*´ `*) ✧ °	825		
1109	2020-05-03 09:31:56	⸜(* ॑꒳ ॑*  )⸝	1827		
1110	2020-05-02 16:03:20	(๑•̀ㅁ•́๑)ゞ	862		
1111	2020-05-02 16:02:59	(*﹃*,)	1831		
1114	2020-05-01 22:06:11	( *¯ ꒳¯*)	1399		
1115	2020-05-01 18:31:47	( *´︶`*)	373		
1116	2020-05-01 01:51:46	(  ˊ꒳ˋ ) ᐝ	1571		
1122	2020-04-30 16:29:19	( *´︶`*)	1869		
1122	2020-04-30 16:29:19	⸜(* ॑꒳ ॑*  )⸝	1869		
1124	2020-04-30 12:45:58	° ✧ (*´ `*) ✧ °	2038		
1125	2020-04-30 00:33:37	(・8・)	3157		
1125	2020-04-30 00:33:37	(⸝⸝›_‹⸝⸝)	3157		
1127	2020-04-30 00:06:17	◝(⑅•ᴗ•⑅)◜..°♡	5917		
1128	2020-04-29 23:46:22	⸜(* ॑꒳ ॑*  )⸝⋆*	5702		
1129	2020-04-29 23:34:09	( இ﹏இ )	3918		
1131	2020-04-29 23:11:13	(இoஇ; )	1869		
1132	2020-04-29 22:57:20	(*⃙⃘´꒳`*⃙⃘)	3875		
1136	2020-04-29 22:13:25	(〃&gt;ω&lt;〃)	2315		
1136	2020-04-29 22:13:25	(๑¯∇¯๑)	2315		
1137	2020-04-29 22:05:51	⸜(* ॑꒳ ॑*  )⸝	2192		
1138	2020-04-29 18:25:17	( *¯ ꒳¯*)	1250		
1138	2020-04-29 18:25:17	(*´ω`*)	1250		
1139	2020-04-29 17:30:44	( ⸝⸝•ᴗ•⸝⸝ )	2137		
1140	2020-04-29 13:42:56	(๑⃙⃘ˊ꒳​ˋ๑⃙)	2537		
1140	2020-04-29 13:42:56	(੭ ᐕ))	2537		
1141	2020-04-29 04:28:04	( *¯ ꒳¯*)	1490		
1142	2020-04-29 03:35:08	(✌︎∗ˊ꒳ˋ∗✌︎)	1742		
1143	2020-04-29 03:18:46	(｡ρω-｡)	216		
1143	2020-04-29 03:18:46	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	216		
1144	2020-04-29 03:11:52	( ⸝⸝•ᴗ•⸝⸝ )	1748		
1144	2020-04-29 03:11:52	( *¯ ꒳¯*)	1748		
1145	2020-04-28 22:12:07	⸜(* ॑꒳ ॑*  )⸝	1760		
1147	2020-04-28 18:12:38	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	543		
1149	2020-04-28 01:20:56	( *´︶`*)	808		
1149	2020-04-28 01:20:56	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	808		
1150	2020-04-27 20:19:31	(⸝⸝›_‹⸝⸝)	845		
1155	2020-04-27 19:23:54	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1180		
1156	2020-04-27 13:19:27	(* ॑꒳ ॑*  )⋆*	622		
1158	2020-04-26 10:25:17	(*⃙⃘´꒳`*⃙⃘)	2095		
1158	2020-04-26 10:25:17	(o´∀`o)	2095		
1159	2020-04-25 23:13:28	⸜(* ॑꒳ ॑*  )⸝	817		
1160	2020-04-25 23:09:10	( ⸝⸝•ᴗ•⸝⸝ )	1018		
1160	2020-04-25 23:09:10	（*'∇'*)	1018		
1160	2020-04-25 23:09:10	(❁ᴗ͈ ᴗ͈)”	1018		
1161	2020-04-25 22:41:46	(*⃙⃘´꒳`*⃙⃘)	1420		
1162	2020-04-25 16:02:55	( *´︶`*)	1384		
1163	2020-04-25 15:52:41	(*⃙⃘´꒳`*⃙⃘)	2011		
1163	2020-04-25 15:52:41	(♥ω♥*)	2011		
1165	2020-04-24 22:27:51	(´◉ω◉)	1355		
1166	2020-04-24 20:06:40	( ⸝⸝•ᴗ•⸝⸝ )	1282		
1167	2020-04-24 14:20:44	( *´︶`*)	3298		
1168	2020-04-23 19:40:56	( ¨̮ )︎︎♡	1019		
1168	2020-04-23 19:40:56	(*⃙⃘´꒳`*⃙⃘)	1019		
1168	2020-04-23 19:40:56	(*⃙⃘´꒳`*⃙⃘)	1019		
1169	2020-04-23 09:34:28	( ⸝⸝•ᴗ•⸝⸝ )	713		
1171	2020-04-22 22:45:32	( *´︶`*)	1365		
1171	2020-04-22 22:45:32	(๑⃙⃘ˊ꒳​ˋ๑⃙)	1365		
1172	2020-04-22 07:35:01	v(・∀・*)	2315		
1173	2020-04-21 17:55:54	(●´ω`●)	5165		
1174	2020-04-21 06:57:27	⸜(* ॑꒳ ॑*  )⸝	2090		
1177	2020-04-20 15:25:40	( ⸝⸝•ᴗ•⸝⸝ )	3628		
1179	2020-04-19 18:07:50	( ◜ ▿ ◝ )	1864		
1179	2020-04-19 18:07:50	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1864		
1180	2020-04-18 23:16:17	(  ｰ̀֊ｰ́ )✧	2106		
1180	2020-04-18 23:16:17	(*´ω`*)	2106		
1180	2020-04-18 23:16:17	(๑⃙⃘ˊ꒳​ˋ๑⃙)	2106		
1181	2020-04-18 20:43:07	ヽ(｡&gt;▽&lt;｡)ﾉ	2128		
1182	2020-04-18 10:57:07	(≧∇≦*)	122		
1183	2020-04-18 10:30:44	(๑¯∇¯๑)	1084		
1184	2020-04-18 10:28:00	( ⸝⸝•ᴗ•⸝⸝ )	5931		
1184	2020-04-18 10:28:00	( ˶'-'˶)	5931		
1185	2020-04-17 22:05:56	(〃&gt;ω&lt;〃)	3007		
1185	2020-04-17 22:05:56	(❁ᴗ͈ ᴗ͈)”	3007		
1187	2020-04-17 21:58:23	(*´-`*)	1606		
1188	2020-04-17 18:05:55	( *´︶`*)	4463		
1190	2020-04-17 17:44:10	(* ॑꒳ ॑*  )⋆*	124		
1191	2020-04-17 17:43:21	(〃&gt,ω&lt,〃)	114		
1193	2020-04-17 17:42:50	⸜(* ॑꒳ ॑*  )⸝⋆*	140		
1194	2020-04-17 17:42:31	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	669		
1195	2020-04-17 17:42:19	(✌︎∗ˊ꒳ˋ∗✌︎)	666		
1196	2020-04-17 17:42:09	(*Ü*)	610		
1197	2020-04-17 17:41:52	( ⸝⸝•ᴗ•⸝⸝ )	631		
1198	2020-04-17 17:41:27	(*´ω`*)	680		
1199	2020-04-17 17:39:01	( ˶'-'˶)	1428		
1200	2020-04-17 12:37:18	( ⸝⸝⸝•  ̫ • ⸝⸝⸝ )	11364		
1200	2020-04-17 12:37:18	(*´ω｀*)	11364		
1202	2020-04-16 16:35:26	(*⃙⃘´꒳`*⃙⃘)	1255		
1213	2020-04-16 12:08:47	( ˶'-'˶)	1571		
1221	2020-04-15 20:59:19	(´･_･`)	1373		
1224	2020-04-14 17:13:10	( ⌯᷄௰⌯᷅ )	1608		
1228	2020-04-14 10:10:10	(・⊿・)	1204		
1230	2020-04-14 09:04:46	⸜(* ॑꒳ ॑*  )⸝	1806		
1232	2020-04-13 12:56:19	( *´︶`*)	2104		
1232	2020-04-13 12:56:19	(*´-`*)	2104		
1233	2020-04-12 22:28:54	*(*•̀ㅁ•́*)	3346		
1234	2020-04-12 22:24:00	(*´ω`*)	2411		
1235	2020-04-12 22:21:07	(˶ ̇ ̵ ̇˶ )	2856		
1236	2020-04-12 22:19:03	( ⸝⸝•௰•⸝⸝…	5880		
1237	2020-04-12 22:10:00	(✌︎∗ˊ꒳ˋ∗✌︎)	3164		
1239	2020-04-12 21:58:55	( ⸝⸝•ᴗ•⸝⸝ )	2778		
1240	2020-04-12 21:19:34	(；_；)	4009		
1245	2020-04-12 11:22:30	⸜(* ॑꒳ ॑*  )⸝	1959		
1246	2020-04-12 10:35:33	( *´︶`*)	1874		
1246	2020-04-12 10:35:33	(*´ω`*)	1874		
1246	2020-04-12 10:35:33	(⌯꒪͒ ૢ∀ ૢ꒪͒)	1874		
1248	2020-04-11 15:43:35	( ⸝⸝•ᴗ•⸝⸝ )	4864		
1249	2020-04-11 09:10:10	( *´︶`*)	1936		
1252	2020-04-10 22:15:28	(≧∇≦*)	1800		
1253	2020-04-10 22:03:27	(⑉• •⑉)	447		
1254	2020-04-10 22:02:08	( ˶'-'˶)	2252		
1254	2020-04-10 22:02:08	(⸝⸝›_‹⸝⸝)	2252		
1256	2020-04-10 20:49:26	( *´︶`*)	2649		
1256	2020-04-10 20:49:26	(*´-`*)	2649		
1259	2020-04-10 18:18:43	(๑⃙⃘ˊ꒳​ˋ๑⃙)	907		
1260	2020-04-10 17:36:50	(〃&gt;ω&lt;〃)	1026		
1261	2020-04-10 17:31:58	( ˶'-'˶)	1512		
1262	2020-04-10 00:07:44	(๑•̀∀- )b	1315		
1263	2020-04-09 23:25:39	( *´︶`*)	1602		
1265	2020-04-09 17:37:43	( ᵒ̴̶̷᷄ _ ᵒ̴̶̷᷅ )	1192		
1268	2020-04-09 12:34:03	( ⸝⸝•ᴗ•⸝⸝ )	1637		
1268	2020-04-09 12:34:03	(*˘︶˘*)	1637		
1269	2020-04-09 12:03:13	( *´︶`*)	1153		
1270	2020-04-09 11:43:37	(  •̥ ˍ •̥  )	2062		
1271	2020-04-08 21:51:30	⸜(* ॑꒳ ॑*  )⸝	1193		
1273	2020-04-08 16:58:25	(〃&gt;ω&lt;〃)	751		
1273	2020-04-08 16:58:25	⸜(* ॑꒳…	751		
1274	2020-04-07 22:51:27	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1278		
1276	2020-04-07 16:43:30	(  •̥ ˍ •̥…	1229		
1277	2020-04-06 20:17:09	(；_；)	1041		
1279	2020-04-06 15:00:16	(*⃙⃘´꒳`*⃙⃘)	768		
1280	2020-04-05 22:25:47	⸜(* ॑꒳ ॑*  )⸝	1321		
1281	2020-04-05 11:03:13	( ´థ౪థ)	2700		
1281	2020-04-05 11:03:13	(*⃙⃘´꒳`*⃙⃘)	2700		
1282	2020-04-05 10:14:36	( *´︶`*)	972		
1285	2020-04-04 15:09:46	( ⸝⸝•௰•⸝⸝ )	5679		
1288	2020-04-03 19:44:14	( *´︶`*)	514		
1289	2020-04-02 23:31:11	(๑⃙⃘ˊ꒳​ˋ๑⃙)	1788		
1290	2020-04-02 18:51:15	(*⃙⃘´꒳`*⃙⃘)	2191		
1291	2020-04-02 17:26:27	(･∀･)	605		
1296	2020-04-01 14:07:50	(；_；)	5126		
1296	2020-04-01 14:07:50	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	5126		
1302	2020-03-31 00:17:49	( *´︶`*)	1318		
1302	2020-03-31 00:17:49	⸜(* ॑꒳ ॑*  )⸝⋆*	1318		
1303	2020-03-30 23:50:26	(*⃙⃘´꒳`*⃙⃘)	739		
1304	2020-03-30 18:48:36	( ´•̥  ̫ •̥` )	2257		
1305	2020-03-30 01:33:19	_(     _-ω)_	1822		
1307	2020-03-29 22:22:44	(๑⃙⃘ˊ꒳​ˋ๑⃙)	923		
1309	2020-03-28 20:59:24	(*˘︶˘*)	1783		
1311	2020-03-28 20:37:30	( *´︶`*)	1101		
1313	2020-03-28 13:21:32	(◍ ´꒳` ◍)	2534		
1316	2020-03-27 21:48:32	(  ◜௰◝  ）	518		
1316	2020-03-27 21:48:32	⸜(* ॑꒳ ॑…	518		
1317	2020-03-27 19:27:52	( ⸝⸝⸝•  ̫ • ⸝⸝⸝ )	1622		
1320	2020-03-26 21:30:49	(๑⃙⃘ˊ꒳​ˋ๑⃙)	2048		
1322	2020-03-26 00:33:55	(*⃙⃘´꒳`*⃙⃘)	851		
1323	2020-03-26 00:24:38	:( ;´꒳`;):	3547		
1324	2020-03-26 00:17:45	( ⸝⸝•௰•⸝⸝ )	2455		
1325	2020-03-25 23:06:56	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	1558		
1327	2020-03-25 23:04:58	(⸝⸝›_‹⸝⸝)	994		
1327	2020-03-25 23:04:58	(๑¯ω¯๑)	994		
1328	2020-03-25 20:08:22	(๑⃙⃘ˊ꒳​ˋ๑⃙)	5167		
1329	2020-03-25 08:25:54	⸜(* ॑꒳ ॑*  )⸝	1449		
1330	2020-03-24 23:44:45	(  ｰ̀֊ｰ́ )✧	4382		
1331	2020-03-24 00:12:34	(*⃙⃘´꒳`*⃙⃘)	722		
1331	2020-03-24 00:12:34	(๑°ㅁ°๑	722		
1332	2020-03-23 19:06:06	( ´･֊･` )	1223		
1333	2020-03-23 15:40:56	⸜(* ॑꒳ ॑*  )⸝	2398		
1334	2020-03-23 00:30:44	(๑⃙⃘ˊ꒳​ˋ๑⃙)	892		
1335	2020-03-23 00:27:09	⸜(* ॑꒳ ॑*  )⸝⋆*	2779		
1336	2020-03-23 00:09:26	(〃&gt,ω&lt,〃)♡	993		
1337	2020-03-23 00:07:25	((( '-' )))	848		
1337	2020-03-23 00:07:25	(✌︎^-^✌︎)	848		
1338	2020-03-23 00:04:31	( *´︶`*)	1437		
1338	2020-03-23 00:04:31	(⑉• •⑉)	1437		
1340	2020-03-22 12:56:56	⸜(๑⃙⃘'ᗜ'๑⃙⃘)⸝	6928		
1341	2020-03-22 12:55:16	⸜(* ॑꒳ ॑*  )⸝	2579		
1342	2020-03-22 10:07:35	( ⸝⸝•௰•⸝⸝ )	1286		
1344	2020-03-22 06:17:58	(p 。- )	1642		
1346	2020-03-21 20:56:39	(o´∀`o)	1070		
1348	2020-03-21 20:37:36	( *´︶`*)	1323		
1349	2020-03-21 20:36:20	( ⸝⸝•௰•⸝⸝ )	971		
1351	2020-03-21 14:25:21	(* ॑꒳ ॑*  )⋆*	216		
1352	2020-03-21 14:07:40	( *´︶`*)	1513		
1353	2020-03-20 23:04:27	(///〇△〇///)	1745		
1355	2020-03-20 23:00:59	( ✌︎'ω')✌︎	547		
1356	2020-03-20 23:00:16	(o´∀`o)	3024		
1357	2020-03-20 21:09:26	(*⃙⃘´꒳`*⃙⃘)	744		
1359	2020-03-20 21:03:27	⸜(* ॑꒳ ॑*  )⸝	797		
1362	2020-03-20 20:24:25	( *´︶`*)	1189		
1363	2020-03-20 00:46:10	(๑⃙⃘ˊ꒳​ˋ๑⃙)	1982		
1364	2020-03-20 00:10:56	(  ´꒳`  )	1292		
1366	2020-03-19 19:09:49	⸜(* ॑꒳ ॑*  )⸝⋆*	4188		
1367	2020-03-19 14:33:21	( *´︶`*)	1739		
1368	2020-03-18 22:01:18	( ⸝⸝•௰•⸝⸝ )	1896		
1371	2020-03-18 21:59:11	(⸝⸝›_‹⸝⸝)	4019		
1372	2020-03-18 19:18:01	( *´︶`*)	1572		
1373	2020-03-18 16:56:08	⸜(* ॑꒳ ॑*  )⸝	1814		
1374	2020-03-17 22:53:26	@kaor1n_n (๑•̀∀- )b	775		
1375	2020-03-17 22:52:26	( ⸝⸝•௰•⸝⸝ )	1270		
1376	2020-03-17 22:46:45	( ˃ ⌑ ˂ഃ )	829		
1376	2020-03-17 22:46:45	(๑⃙⃘ˊ꒳​ˋ๑⃙)	829		
1377	2020-03-17 22:39:15	(〃´-`〃)	869		
1380	2020-03-17 22:20:08	(o´ω`o)	1093		
1381	2020-03-17 19:24:26	(⑉• •⑉)	8061		
1382	2020-03-17 01:20:36	(๑⃙⃘ˊ꒳​ˋ๑⃙)	749		
1383	2020-03-17 01:12:40	(⸝⸝›_‹⸝⸝)	1771		
1385	2020-03-15 23:47:21	( ˇ꒳​ˇ )	2011		
1385	2020-03-15 23:47:21	(*⃙⃘´꒳`*⃙⃘)	2011		
1386	2020-03-15 12:19:16	(o´罒`o)	3972		
1389	2020-03-14 13:32:32	( ¨̮ )	1120		
1389	2020-03-14 13:32:32	(˶ ̇ ̵ ̇˶ )	1120		
1390	2020-03-14 12:27:44	⸜(* ॑꒳ ॑*  )⸝	2395		
1390	2020-03-14 12:27:44	⸜(๑⃙⃘'ᗜ'…	2395		
1391	2020-03-13 22:06:49	( ⸝⸝⸝•  ̫ • ⸝⸝⸝ )	1542		
1392	2020-03-13 22:06:16	(*･ω･)*_ _)	738		
1393	2020-03-13 21:15:05	( ´,,•ω•,,`)♡	957		
1397	2020-03-13 20:59:21	(๑⃙⃘ˊ꒳​ˋ…	1688		
1398	2020-03-13 10:12:25	( ◜௰◝ )	1857		
1398	2020-03-13 10:12:25	(+_+)	1857		
1399	2020-03-13 00:16:10	(  ｰ̀εｰ́  )	402		
1400	2020-03-13 00:08:22	(⸝⸝⸝•﹏•⸝⸝⸝)	3447		
1400	2020-03-13 00:08:22	(๑⃙⃘ˊ꒳​ˋ๑⃙)	3447		
1401	2020-03-12 13:01:32	(⸝⸝›_‹⸝⸝)	3112		
